accuracy,precision,recall,f1,roc_auc,fold,train_rows,test_rows,model_set,precision_macro,recall_macro,f1_macro
0.5003030303030304,0.5148531060105388,0.6925516292457812,0.5768924544045504,0.5248772565172632,17.0,5200.0,200.0,v1_logistic,,,
0.5168181818181818,0.5313071353172293,0.538430184780278,0.5256842665919095,0.5282029290109793,17.0,5200.0,200.0,v1_hgb,,,
0.5056060606060606,0.5205528928818507,0.6727645135131367,0.5708109315446029,0.5248363548525242,17.0,5200.0,200.0,v2_logistic_binary,,,
0.5204545454545454,0.5370074173280938,0.5291047464108527,0.5206885078568516,0.5375427360152248,17.0,5200.0,200.0,v2_hgb_binary,,,
0.4431818181818182,,,,,17.0,5200.0,200.0,v2_logistic_multi,0.3546962114828944,0.35491704537641444,0.30404088866249684
0.40681818181818186,,,,,17.0,5200.0,200.0,v2_hgb_multi,0.3707473308976009,0.3707652138441446,0.3593845576624702
