open_time,close,model_name,fold,task,y_true,y_pred,y_prob,signal_raw,signal_exec,equity,buy_hold_equity,strategy_return,rolling_peak,drawdown
2025-07-09 14:30:00,2611.16,hist_gradient_boosting,1,binary,1,0,0.165825684654439,0,0,10022.046606000167,10281.452781452783,0.0,10022.046606000167,0.0
2025-07-09 15:30:00,2618.08,hist_gradient_boosting,1,binary,1,0,0.3369953302116541,0,0,10022.046606000167,10308.700308700309,0.0,10022.046606000167,0.0
2025-07-09 16:30:00,2626.43,hist_gradient_boosting,1,binary,1,0,0.1831175634600212,0,0,10022.046606000167,10341.578466578467,0.0,10022.046606000167,0.0
2025-07-09 17:30:00,2660.01,hist_gradient_boosting,1,binary,1,0,0.0896337299114831,0,0,10022.046606000167,10473.79984879985,0.0,10022.046606000167,0.0
2025-07-09 18:30:00,2654.7,hist_gradient_boosting,1,binary,1,0,0.1539425063442711,0,0,10022.046606000167,10452.891702891702,0.0,10022.046606000167,0.0
2025-07-09 19:30:00,2642.23,hist_gradient_boosting,1,binary,1,0,0.363662874816914,0,0,10022.046606000167,10403.791028791029,0.0,10022.046606000167,0.0
2025-07-09 20:30:00,2656.83,hist_gradient_boosting,1,binary,1,0,0.112478568814843,0,0,10022.046606000167,10461.278586278586,0.0,10022.046606000167,0.0
2025-07-09 21:30:00,2666.29,hist_gradient_boosting,1,binary,1,0,0.1167857447394333,0,0,10022.046606000167,10498.527373527373,0.0,10022.046606000167,0.0
2025-07-09 22:30:00,2662.13,hist_gradient_boosting,1,binary,1,0,0.2417091327861516,0,0,10022.046606000167,10482.147357147358,0.0,10022.046606000167,0.0
2025-07-09 23:30:00,2718.33,hist_gradient_boosting,1,binary,1,0,0.4722174171603656,0,0,10022.046606000167,10703.435078435079,0.0,10022.046606000167,0.0
2025-07-10 00:30:00,2765.01,hist_gradient_boosting,1,binary,1,0,0.3187884464909808,0,0,10022.046606000167,10887.237762237764,0.0,10022.046606000167,0.0
2025-07-10 01:30:00,2738.03,hist_gradient_boosting,1,binary,1,1,0.7612350801115237,1,0,10022.046606000167,10781.003906003907,0.0,10022.046606000167,0.0
2025-07-10 02:30:00,2753.26,hist_gradient_boosting,1,binary,1,0,0.2158302250498095,0,1,10013.031271721908,10840.972090972093,-0.0008995502248874132,10022.046606000167,-0.0008995502248874132
2025-07-10 03:30:00,2780.0,hist_gradient_boosting,1,binary,1,1,0.6095686629567764,1,0,10110.279063868613,10946.260946260945,0.009712123083181146,10110.279063868613,0.0
2025-07-10 04:30:00,2768.74,hist_gradient_boosting,1,binary,1,1,0.5243656569590381,0,1,10069.328796868915,10901.924651924654,-0.004050359712230223,10110.279063868613,-0.004050359712230223
2025-07-10 05:30:00,2756.67,hist_gradient_boosting,1,binary,1,1,0.5608817421251733,0,0,10016.411844765105,10854.39897939898,-0.005255261117331322,10110.279063868613,-0.009284335131654609
2025-07-10 06:30:00,2774.38,hist_gradient_boosting,1,binary,1,0,0.4467517713759738,0,0,10016.411844765105,10924.132174132175,0.0,10110.279063868613,-0.009284335131654609
2025-07-10 07:30:00,2783.43,hist_gradient_boosting,1,binary,1,0,0.3349324440798656,0,0,10016.411844765105,10959.766584766583,0.0,10110.279063868613,-0.009284335131654609
2025-07-10 08:30:00,2776.13,hist_gradient_boosting,1,binary,1,0,0.4030987563252775,0,0,10016.411844765105,10931.022806022807,0.0,10110.279063868613,-0.009284335131654609
2025-07-10 09:30:00,2779.1,hist_gradient_boosting,1,binary,1,1,0.6137397506310658,1,0,10016.411844765105,10942.717192717193,0.0,10110.279063868613,-0.009284335131654609
2025-07-10 10:30:00,2781.8,hist_gradient_boosting,1,binary,0,0,0.3783182793048671,0,1,10007.401579237581,10953.348453348455,-0.0008995502248875242,10110.279063868613,-0.010175533630786493
2025-07-10 11:30:00,2795.7,hist_gradient_boosting,1,binary,0,0,0.4256347657453018,0,0,10057.406210034691,11008.079758079759,0.004996764684736421,10110.279063868613,-0.005229613693144786
2025-07-10 12:30:00,2791.09,hist_gradient_boosting,1,binary,0,1,0.8113224437087019,1,0,10040.821940396227,10989.927864927866,-0.0016489609042456,10110.279063868613,-0.0068699511688660175
2025-07-10 13:30:00,2788.5,hist_gradient_boosting,1,binary,0,0,0.4071815024735255,0,1,10022.47818299609,10979.72972972973,-0.0018269179066243701,10110.279063868613,-0.00868431823868232
2025-07-10 14:30:00,2778.23,hist_gradient_boosting,1,binary,1,1,0.5007655425794961,0,0,10022.47818299609,10939.291564291565,0.0,10110.279063868613,-0.00868431823868232
2025-07-10 15:30:00,2784.93,hist_gradient_boosting,1,binary,0,0,0.1137700449862224,0,0,10022.47818299609,10965.67284067284,0.0,10110.279063868613,-0.00868431823868232
2025-07-10 16:30:00,2778.69,hist_gradient_boosting,1,binary,0,0,0.2668415405311726,0,0,10022.47818299609,10941.102816102817,0.0,10110.279063868613,-0.00868431823868232
2025-07-10 17:30:00,2778.74,hist_gradient_boosting,1,binary,1,0,0.0848338097509597,0,0,10022.47818299609,10941.299691299691,0.0,10110.279063868613,-0.00868431823868232
2025-07-10 18:30:00,2784.81,hist_gradient_boosting,1,binary,1,0,0.0736917755009564,0,0,10022.47818299609,10965.200340200341,0.0,10110.279063868613,-0.00868431823868232
2025-07-10 19:30:00,2776.51,hist_gradient_boosting,1,binary,1,0,0.130697096243201,0,0,10022.47818299609,10932.519057519059,0.0,10110.279063868613,-0.00868431823868232
2025-07-10 20:30:00,2769.32,hist_gradient_boosting,1,binary,1,0,0.1466138390982206,0,0,10022.47818299609,10904.208404208406,0.0,10110.279063868613,-0.00868431823868232
2025-07-10 21:30:00,2808.3,hist_gradient_boosting,1,binary,1,0,0.0537162443964163,0,0,10022.47818299609,11057.692307692309,0.0,10110.279063868613,-0.00868431823868232
2025-07-10 22:30:00,2830.37,hist_gradient_boosting,1,binary,1,0,0.1097398738103843,0,0,10022.47818299609,11144.593019593021,0.0,10110.279063868613,-0.00868431823868232
2025-07-10 23:30:00,2811.39,hist_gradient_boosting,1,binary,1,0,0.2213490928863249,0,0,10022.47818299609,11069.859194859195,0.0,10110.279063868613,-0.00868431823868232
2025-07-11 00:30:00,2816.21,hist_gradient_boosting,1,binary,1,0,0.1559205434385421,0,0,10022.47818299609,11088.837963837965,0.0,10110.279063868613,-0.00868431823868232
2025-07-11 01:30:00,2818.56,hist_gradient_boosting,1,binary,1,0,0.0482899271185425,0,0,10022.47818299609,11098.0910980911,0.0,10110.279063868613,-0.00868431823868232
2025-07-11 02:30:00,2972.17,hist_gradient_boosting,1,binary,0,0,0.1436565783764606,0,0,10022.47818299609,11702.931077931078,0.0,10110.279063868613,-0.00868431823868232
2025-07-11 03:30:00,2973.88,hist_gradient_boosting,1,binary,0,1,0.8007878208704355,1,0,10022.47818299609,11709.66420966421,0.0,10110.279063868613,-0.00868431823868232
2025-07-11 04:30:00,2951.29,hist_gradient_boosting,1,binary,1,1,0.8959069238922637,1,1,10013.462460492645,11620.715995715995,-0.0008995502248876353,10110.279063868613,-0.009576056483145412
2025-07-11 05:30:00,2937.17,hist_gradient_boosting,1,binary,1,1,0.6488108894762714,1,1,9965.554565998322,11565.11844011844,-0.004784348539113248,10110.279063868613,-0.014314589830413005
2025-07-11 06:30:00,2955.09,hist_gradient_boosting,1,binary,1,1,0.7495180774893142,1,1,10026.355519917464,11635.678510678512,0.006101110933313336,10110.279063868613,-0.008300813797619933
2025-07-11 07:30:00,2965.15,hist_gradient_boosting,1,binary,1,0,0.3204829133169501,0,1,10051.435771008662,11675.2898002898,0.0025014324538339405,10110.279063868613,-0.005820145268812693
2025-07-11 08:30:00,2969.74,hist_gradient_boosting,1,binary,0,1,0.7718456056610424,1,0,10051.435771008662,11693.362943362943,0.0,10110.279063868613,-0.005820145268812693
2025-07-11 09:30:00,2970.23,hist_gradient_boosting,1,binary,1,0,0.4088631595424696,0,1,10042.393999700409,11695.292320292321,-0.0008995502248875242,10110.279063868613,-0.006714459980714738
2025-07-11 10:30:00,3004.87,hist_gradient_boosting,1,binary,1,0,0.3144714430205423,0,0,10159.51238048224,11831.687456687456,0.011662396514747764,10159.51238048224,0.0
2025-07-11 11:30:00,2989.2,hist_gradient_boosting,1,binary,1,1,0.8726142887710305,1,0,10106.531865850275,11769.986769986772,-0.0052148678644998725,10159.51238048224,-0.0052148678644998725
2025-07-11 12:30:00,2968.49,hist_gradient_boosting,1,binary,1,1,0.648657207956613,1,1,10036.511032536424,11688.441063441063,-0.006928275123779026,10159.51238048224,-0.012107012948979423
2025-07-11 13:30:00,3003.33,hist_gradient_boosting,1,binary,0,1,0.5846389605827863,1,1,10154.305616440553,11825.623700623702,0.01173660682703992,10159.51238048224,-0.0005125013727714789
2025-07-11 14:30:00,3014.99,hist_gradient_boosting,1,binary,0,0,0.3957349997635505,0,1,10184.555941783496,11871.534996534996,0.0029790639050655265,10184.555941783496,0.0
2025-07-11 15:30:00,3002.99,hist_gradient_boosting,1,binary,0,1,0.5410366462852862,0,0,10184.555941783496,11824.28494928495,0.0,10184.555941783496,0.0
2025-07-11 16:30:00,2984.0,hist_gradient_boosting,1,binary,0,1,0.756636997627205,1,0,10184.555941783496,11749.51174951175,0.0,10184.555941783496,0.0
2025-07-11 17:30:00,2986.39,hist_gradient_boosting,1,binary,0,1,0.7226612797057174,1,1,10175.394422195684,11758.922383922383,-0.0008995502248875242,10184.555941783496,-0.0008995502248875242
2025-07-11 18:30:00,3002.85,hist_gradient_boosting,1,binary,0,0,0.4755281707296827,0,1,10231.477851416028,11823.733698733698,0.005511671282049546,10231.477851416028,0.0
2025-07-11 19:30:00,2988.73,hist_gradient_boosting,1,binary,1,1,0.6697517462482352,1,0,10183.367400590314,11768.136143136144,-0.004702199577068522,10231.477851416028,-0.004702199577068522
2025-07-11 20:30:00,2951.09,hist_gradient_boosting,1,binary,1,1,0.7416553504158254,1,1,10055.1182951314,11619.928494928496,-0.012593978044185938,10231.477851416028,-0.017236958223021515
2025-07-11 21:30:00,2967.54,hist_gradient_boosting,1,binary,1,1,0.6989655645560434,1,1,10111.167651794502,11684.700434700435,0.005574211562507481,10231.477851416028,-0.011758829112343272
2025-07-11 22:30:00,2993.31,hist_gradient_boosting,1,binary,0,1,0.5554431051561417,1,1,10198.972631807153,11786.169911169913,0.008683960452091632,10231.477851416028,-0.0031769818672261474
2025-07-11 23:30:00,2995.57,hist_gradient_boosting,1,binary,0,1,0.6397815693361681,1,1,10206.673029743848,11795.068670068671,0.0007550170212908824,10231.477851416028,-0.00242436352132136
2025-07-12 00:30:00,3007.6,hist_gradient_boosting,1,binary,0,0,0.4218311039622646,0,1,10238.441469553949,11842.436842436844,0.003112516656262221,10238.441469553949,0.0
2025-07-12 01:30:00,2974.8,hist_gradient_boosting,1,binary,0,0,0.4859908582146544,0,0,10238.441469553949,11713.286713286714,0.0,10238.441469553949,0.0
2025-07-12 02:30:00,2966.44,hist_gradient_boosting,1,binary,0,0,0.3683622678943547,0,0,10238.441469553949,11680.369180369182,0.0,10238.441469553949,0.0
2025-07-12 03:30:00,2950.49,hist_gradient_boosting,1,binary,1,0,0.3959952962129158,0,0,10238.441469553949,11617.565992565993,0.0,10238.441469553949,0.0
2025-07-12 04:30:00,2958.22,hist_gradient_boosting,1,binary,1,1,0.5091526864419391,0,0,10238.441469553949,11648.002898002898,0.0,10238.441469553949,0.0
2025-07-12 05:30:00,2952.49,hist_gradient_boosting,1,binary,0,0,0.3310317777951743,0,0,10238.441469553949,11625.441000441002,0.0,10238.441469553949,0.0
2025-07-12 06:30:00,2958.58,hist_gradient_boosting,1,binary,0,1,0.576153704117135,0,0,10238.441469553949,11649.4203994204,0.0,10238.441469553949,0.0
2025-07-12 07:30:00,2956.64,hist_gradient_boosting,1,binary,1,1,0.5143936297260875,0,0,10238.441469553949,11641.781641781641,0.0,10238.441469553949,0.0
2025-07-12 08:30:00,2966.09,hist_gradient_boosting,1,binary,0,0,0.4565241270340628,0,0,10238.441469553949,11678.991053991054,0.0,10238.441469553949,0.0
2025-07-12 09:30:00,2951.47,hist_gradient_boosting,1,binary,1,1,0.7432748897933577,1,0,10238.441469553949,11621.424746424747,0.0,10238.441469553949,0.0
2025-07-12 10:30:00,2952.81,hist_gradient_boosting,1,binary,1,1,0.6001106278417029,1,1,10229.231477227513,11626.701001701003,-0.0008995502248876353,10238.441469553949,-0.0008995502248876353
2025-07-12 11:30:00,2959.87,hist_gradient_boosting,1,binary,1,1,0.5202725839181619,0,1,10253.688985238265,11654.49977949978,0.002390942864593404,10253.688985238265,0.0
2025-07-12 12:30:00,2962.85,hist_gradient_boosting,1,binary,1,0,0.2000209175308911,0,0,10264.012409299461,11666.233541233541,0.001006800974367339,10264.012409299461,0.0
2025-07-12 13:30:00,2966.74,hist_gradient_boosting,1,binary,0,0,0.2175658716333764,0,0,10268.240604397342,11681.550431550431,0.0004119436853029512,10268.240604397342,0.0
2025-07-12 14:30:00,2974.08,hist_gradient_boosting,1,binary,0,0,0.0805996378740002,0,0,10268.240604397342,11710.45171045171,0.0,10268.240604397342,0.0
2025-07-12 15:30:00,2975.82,hist_gradient_boosting,1,binary,0,0,0.1586321950754473,0,0,10268.240604397342,11717.302967302969,0.0,10268.240604397342,0.0
2025-07-12 16:30:00,2963.39,hist_gradient_boosting,1,binary,0,1,0.5086893003626178,0,0,10268.240604397342,11668.359793359792,0.0,10268.240604397342,0.0
2025-07-12 17:30:00,2943.31,hist_gradient_boosting,1,binary,0,1,0.8047650918936944,1,0,10268.240604397342,11589.294714294716,0.0,10268.240604397342,0.0
2025-07-12 18:30:00,2939.79,hist_gradient_boosting,1,binary,1,0,0.480464797885801,0,1,10259.003806252458,11575.434700434702,-0.0008995502248874132,10268.240604397342,-0.0008995502248874132
2025-07-12 19:30:00,2928.3,hist_gradient_boosting,1,binary,1,0,0.3026953672828264,0,0,10218.90708038638,11530.192780192781,-0.003908442439766069,10268.240604397342,-0.004804476824377901
2025-07-12 20:30:00,2916.05,hist_gradient_boosting,1,binary,1,1,0.7563559945086673,1,0,10176.158177700612,11481.95835695836,-0.0041833145511047665,10268.240604397342,-0.008967692737672728
2025-07-12 21:30:00,2924.49,hist_gradient_boosting,1,binary,0,1,0.7217861124735735,1,1,10205.61129922452,11515.19089019089,0.002894326228974009,10268.240604397342,-0.0060993219370026885
2025-07-12 22:30:00,2941.27,hist_gradient_boosting,1,binary,0,1,0.7521751204071304,1,1,10264.168571638167,11581.262206262207,0.005737752565404541,10268.240604397342,-0.00039656577168944995
2025-07-12 23:30:00,2942.37,hist_gradient_boosting,1,binary,0,1,0.5113534137576944,0,1,10258.76809569173,11585.593460593462,-0.0005261484073205702,10268.240604397342,-0.0009225055265608129
2025-07-13 00:30:00,2941.18,hist_gradient_boosting,1,binary,1,1,0.5287933162603168,0,0,10258.76809569173,11580.907830907832,0.0,10268.240604397342,-0.0009225055265608129
2025-07-13 01:30:00,2917.02,hist_gradient_boosting,1,binary,1,1,0.8030078152736904,1,0,10258.76809569173,11485.777735777736,0.0,10268.240604397342,-0.0009225055265608129
2025-07-13 02:30:00,2939.19,hist_gradient_boosting,1,binary,1,1,0.6281804806776591,1,1,10249.539818544183,11573.0721980722,-0.0008995502248874132,10268.240604397342,-0.0018212259113943308
2025-07-13 03:30:00,2938.05,hist_gradient_boosting,1,binary,1,0,0.4823194940932521,0,1,10245.564411920881,11568.583443583444,-0.00038786196196916034,10268.240604397342,-0.002208381489108291
2025-07-13 04:30:00,2943.28,hist_gradient_boosting,1,binary,1,0,0.3516788095241765,0,0,10263.802461604973,11589.17658917659,0.0017800922380490913,10268.240604397342,-0.00043222037380663547
2025-07-13 05:30:00,2944.89,hist_gradient_boosting,1,binary,1,0,0.2224536670340972,0,0,10260.176430377564,11595.515970515971,-0.0003532834191786183,10268.240604397342,-0.0007853510966937538
2025-07-13 06:30:00,2949.57,hist_gradient_boosting,1,binary,1,0,0.113438551479867,0,0,10260.176430377564,11613.94348894349,0.0,10268.240604397342,-0.0007853510966937538
2025-07-13 07:30:00,2954.01,hist_gradient_boosting,1,binary,1,0,0.2797480744033979,0,0,10260.176430377564,11631.426006426009,0.0,10268.240604397342,-0.0007853510966937538
2025-07-13 08:30:00,2955.1,hist_gradient_boosting,1,binary,1,0,0.1554145143724301,0,0,10260.176430377564,11635.717885717886,0.0,10268.240604397342,-0.0007853510966937538
2025-07-13 09:30:00,2958.67,hist_gradient_boosting,1,binary,0,0,0.2181545959796409,0,0,10260.176430377564,11649.774774774774,0.0,10268.240604397342,-0.0007853510966937538
2025-07-13 10:30:00,2950.66,hist_gradient_boosting,1,binary,0,0,0.3799237657970581,0,0,10260.176430377564,11618.235368235368,0.0,10268.240604397342,-0.0007853510966937538
2025-07-13 11:30:00,2959.82,hist_gradient_boosting,1,binary,0,0,0.1552348375819399,0,0,10260.176430377564,11654.302904302907,0.0,10268.240604397342,-0.0007853510966937538
2025-07-13 12:30:00,2962.94,hist_gradient_boosting,1,binary,1,0,0.1099465333017622,0,0,10260.176430377564,11666.587916587918,0.0,10268.240604397342,-0.0007853510966937538
2025-07-13 13:30:00,2955.88,hist_gradient_boosting,1,binary,1,0,0.2672208844252204,0,0,10260.176430377564,11638.789138789141,0.0,10268.240604397342,-0.0007853510966937538
2025-07-13 14:30:00,2949.29,hist_gradient_boosting,1,binary,1,0,0.2456400461530475,0,0,10260.176430377564,11612.84098784099,0.0,10268.240604397342,-0.0007853510966937538
2025-07-13 15:30:00,2948.45,hist_gradient_boosting,1,binary,1,0,0.4268168693967121,0,0,10260.176430377564,11609.533484533486,0.0,10268.240604397342,-0.0007853510966937538
2025-07-13 16:30:00,2964.58,hist_gradient_boosting,1,binary,1,0,0.4440319803908144,0,0,10260.176430377564,11673.045423045423,0.0,10268.240604397342,-0.0007853510966937538
2025-07-13 17:30:00,2986.06,hist_gradient_boosting,1,binary,0,0,0.2937821913851612,0,0,10260.176430377564,11757.623007623008,0.0,10268.240604397342,-0.0007853510966937538
2025-07-13 18:30:00,2989.64,hist_gradient_boosting,1,binary,1,0,0.2217517564327531,0,0,10260.176430377564,11771.719271719272,0.0,10268.240604397342,-0.0007853510966937538
2025-07-13 19:30:00,2987.85,hist_gradient_boosting,1,binary,1,0,0.1262520130482528,0,0,10260.176430377564,11764.67113967114,0.0,10268.240604397342,-0.0007853510966937538
2025-07-13 20:30:00,2992.43,hist_gradient_boosting,1,binary,0,0,0.0706192991716249,0,0,10260.176430377564,11782.704907704909,0.0,10268.240604397342,-0.0007853510966937538
2025-07-13 21:30:00,2974.58,hist_gradient_boosting,1,binary,1,1,0.6009524919149931,1,0,10260.176430377564,11712.420462420463,0.0,10268.240604397342,-0.0007853510966937538
2025-07-13 22:30:00,2991.82,hist_gradient_boosting,1,binary,0,1,0.5976596763777273,1,1,10250.946886362231,11780.303030303032,-0.0008995502248875242,10268.240604397342,-0.0016841948588256495
2025-07-13 23:30:00,2994.0,hist_gradient_boosting,1,binary,0,0,0.4821656813266539,0,1,10258.416274297424,11788.88678888679,0.0007286534617723106,10268.240604397342,-0.0009567685914674273
2025-07-14 00:30:00,2989.45,hist_gradient_boosting,1,binary,0,1,0.6664491949788379,1,0,10242.826496726264,11770.971145971145,-0.0015197060788243455,10268.240604397342,-0.0024750206632473404
2025-07-14 01:30:00,2991.91,hist_gradient_boosting,1,binary,0,0,0.2296640377865608,0,1,10242.031176109935,11780.657405657406,-7.764659653108907e-05,10268.240604397342,-0.002552475082847505
2025-07-14 02:30:00,2964.99,hist_gradient_boosting,1,binary,1,1,0.6939026374374674,1,0,10242.031176109935,11674.6597996598,0.0,10268.240604397342,-0.002552475082847505
2025-07-14 03:30:00,2959.2,hist_gradient_boosting,1,binary,1,0,0.427197594495015,0,1,10232.817954662161,11651.861651861653,-0.0008995502248874132,10268.240604397342,-0.0034497292282001935
2025-07-14 04:30:00,2972.03,hist_gradient_boosting,1,binary,1,0,0.3894319299310635,0,0,10277.183679979247,11702.37982737983,0.004335631251689787,10277.183679979247,0.0
2025-07-14 05:30:00,2975.41,hist_gradient_boosting,1,binary,1,0,0.3806507990097735,0,0,10288.871610733084,11715.688590688591,0.0011372698122156244,10288.871610733084,0.0
2025-07-14 06:30:00,2974.31,hist_gradient_boosting,1,binary,1,1,0.7107911798524046,1,0,10275.813342238482,11711.357336357338,-0.0012691642960127592,10288.871610733084,-0.0012691642960127592
2025-07-14 07:30:00,3000.59,hist_gradient_boosting,1,binary,1,1,0.7691656189369266,1,1,10266.56973203557,11814.834939834942,-0.0008995502248874132,10288.871610733084,-0.0021675728438722563
2025-07-14 08:30:00,3037.36,hist_gradient_boosting,1,binary,1,0,0.107280999244121,0,1,10392.378912579044,11959.61695961696,0.012254256662856067,10392.378912579044,0.0
2025-07-14 09:30:00,3053.01,hist_gradient_boosting,1,binary,0,0,0.2001634011495894,0,0,10445.925653822054,12021.238896238898,0.005152500856006714,10445.925653822054,0.0
2025-07-14 10:30:00,3040.23,hist_gradient_boosting,1,binary,1,0,0.4071390042978012,0,0,10392.83876804441,11970.917595917595,-0.00508206620810292,10445.925653822054,-0.00508206620810292
2025-07-14 11:30:00,3023.66,hist_gradient_boosting,1,binary,1,1,0.6893224866593886,1,0,10392.83876804441,11905.673155673156,0.0,10445.925653822054,-0.00508206620810292
2025-07-14 12:30:00,3045.02,hist_gradient_boosting,1,binary,1,0,0.1720556352276683,0,1,10383.489887593398,11989.778239778241,-0.0008995502248874132,10445.925653822054,-0.005977044859189817
