open_time,regime_label,close,reject_reason,specialist_pred_proba,specialist_pred_label,actual_label,threshold,band_name,band_min,band_max
2025-12-15 05:30:00,range,3074.72,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-15 06:30:00,range,3108.54,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-15 07:30:00,range,3120.27,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-15 11:30:00,range,3137.28,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-15 12:30:00,range,3128.9,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-15 13:30:00,range,3139.84,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-15 22:30:00,trend_down,2937.19,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-15 23:30:00,trend_down,2938.0,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-16 00:30:00,trend_down,2940.3,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-16 01:30:00,trend_down,2929.18,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-16 02:30:00,trend_down,2946.23,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-16 09:30:00,trend_down,2918.17,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-16 10:30:00,trend_down,2922.85,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-16 18:30:00,range,2910.67,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-17 14:30:00,range,2923.25,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-17 15:30:00,range,2920.44,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-17 16:30:00,range,2928.71,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-17 17:30:00,range,2925.36,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-17 18:30:00,range,2944.52,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-17 23:30:00,high_volatility,2813.88,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-18 02:30:00,trend_down,2819.93,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-18 10:30:00,range,2825.44,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-18 11:30:00,range,2831.35,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-18 12:30:00,range,2836.45,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-18 13:30:00,range,2841.64,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-18 14:30:00,range,2852.72,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-18 15:30:00,range,2859.42,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-18 16:30:00,range,2859.09,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-19 00:30:00,high_volatility,2781.93,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-19 01:30:00,high_volatility,2781.26,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-19 02:30:00,high_volatility,2829.79,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-19 08:30:00,high_volatility,2909.01,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-19 09:30:00,high_volatility,2921.13,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-19 13:30:00,trend_up,2950.9,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-19 14:30:00,trend_up,2955.23,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-19 15:30:00,trend_up,2954.33,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-19 17:30:00,trend_up,2956.19,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-19 22:30:00,trend_up,2940.0,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-19 23:30:00,trend_up,2966.32,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-21 06:30:00,compression,2967.53,outside_band_or_negative_prediction,0.4888817892594427,0.0,0.0,0.78,ge_0.78,0.78,
2025-12-22 12:30:00,range,3029.67,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-22 13:30:00,range,3027.84,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-22 14:30:00,range,3041.67,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-22 15:30:00,range,3040.62,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-23 00:30:00,range,2980.44,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-23 02:30:00,range,2988.68,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-23 04:30:00,range,3009.49,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-23 19:30:00,trend_down,2917.21,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-23 20:30:00,trend_down,2928.59,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-23 22:30:00,trend_down,2910.96,non_compression_regime,,,,0.78,ge_0.78,0.78,
2025-12-23 23:30:00,trend_down,2947.25,non_compression_regime,,,,0.78,ge_0.78,0.78,
