run_ts,strategy_name,open_time,regime_label,close,specialist_pred_proba,specialist_pred_label,actual_label,decision,reject_reason,threshold,required_regime,required_label,current_equity_before,current_equity_after
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-17 23:30:00,range,4469.0,0.9999993320736658,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-18 00:30:00,range,4459.56,0.9999985747138995,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-18 01:30:00,range,4467.43,0.9999993066586781,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-18 11:30:00,trend_down,4253.15,0.9999965207799955,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-18 12:30:00,trend_down,4257.47,0.9999984240593469,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-18 13:30:00,trend_down,4259.11,0.9999987922788816,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-18 15:30:00,trend_down,4264.29,0.9999997541208426,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-18 16:30:00,trend_down,4274.37,0.9999992325729289,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-18 18:30:00,trend_down,4286.13,0.9999992053953496,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-18 19:30:00,trend_down,4333.54,0.9999980831699752,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-18 21:30:00,high_volatility,4320.36,0.9999951599655715,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-19 08:30:00,high_volatility,4218.66,0.9999938505821946,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-19 09:30:00,high_volatility,4234.77,0.999992999425175,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-19 11:30:00,range,4241.78,0.9999986638524565,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-19 12:30:00,range,4234.36,0.9999818658487429,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-19 13:30:00,range,4255.9,0.9999920625750695,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-19 14:30:00,range,4280.78,0.9999988047092124,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-19 21:30:00,high_volatility,4142.45,0.9999938101907466,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-20 04:30:00,high_volatility,4075.59,0.9999952028552554,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-20 05:30:00,high_volatility,4104.95,0.9999976968609523,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-20 06:30:00,high_volatility,4109.94,0.9999941792082911,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-20 09:30:00,range,4169.96,0.9999962816811433,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-20 10:30:00,range,4183.26,0.9999980723991697,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-20 11:30:00,range,4182.21,0.9999980988618792,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-20 12:30:00,range,4185.22,0.9999978998440411,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-20 18:30:00,range,4135.78,0.9999987120666171,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-20 19:30:00,range,4213.4,0.9999976903798227,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-20 20:30:00,trend_up,4255.9,0.9999991024842589,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-20 21:30:00,trend_up,4301.88,0.9999962971883327,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-20 23:30:00,trend_up,4291.67,0.9999983367970027,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-21 21:30:00,range,4221.97,0.9999954280308582,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-22 00:30:00,trend_down,4224.1,0.9999971177703003,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
2026-04-18 16:26:55.266437,compression_specialist_paper_v1,2025-08-22 04:30:00,range,4225.3,0.9999989113316582,1,1,reject,non_required_regime,0.78,compression,1,100000.0,100000.0
