run_ts,strategy_name,last_processed_open_time,current_equity,total_trades,open_positions,win_rate,avg_net_return,total_net_return,max_drawdown,gross_profit,gross_loss,profit_factor,expectancy_dollars
2026-04-18 16:26:55.452766,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
2026-04-18 16:46:38.131097,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
2026-04-18 18:10:02.819771,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
2026-04-18 19:10:03.005977,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
2026-04-18 20:10:02.712562,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
2026-04-18 21:39:15.336515,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
2026-04-18 22:10:02.714936,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
2026-04-18 23:34:46.958956,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
2026-04-19 11:17:48.983339,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
2026-04-19 12:10:02.645007,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
2026-04-19 13:10:02.621327,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
2026-04-19 14:10:02.659312,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
2026-04-19 20:56:12.936475,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
2026-04-20 04:00:07.170027,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
2026-04-20 10:26:24.701407,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
2026-04-20 11:39:39.259216,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
2026-04-20 15:14:44.982487,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
2026-04-20 16:14:41.378313,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
2026-04-21 13:19:09.513045,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
2026-04-21 13:46:43.29629,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
2026-04-21 14:14:43.654428,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
2026-04-21 15:04:51.191449,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
2026-04-21 15:14:41.581804,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
2026-04-21 15:46:41.890412,compression_specialist_paper_v1,2026-02-11 14:30:00,99678.92132498209,13,0,0.5384615384615384,0.002543694436396496,-0.003210786750179051,-0.03275330466083115,5593.29382051531,5914.372495533236,0.945712131716354,-24.69835961676359
